SymbolID,QuoteDT,Open,Volume
10831,20180918,11.28,485913
10831,20180919,12.17,169531
10831,20180920,12.16,86048
11627,20180817,25.04,396020
11627,20180820,25.09,434798
11627,20180821,25.05,421654
11627,20180822,25.86,393802
11627,20180823,26.68,671568
11627,20180824,27.89,623210
11627,20180827,28.99,888720
11627,20180828,28.91,721501
11627,20180829,28,1500608
11627,20180830,27.48,910120
11627,20180831,27.35,519763
11627,20180904,27.67,683776
11627,20180905,27.74,529837
11627,20180906,27.15,543406
11627,20180907,26.36,574760
11627,20180910,26.47,1028466
11627,20180911,25.58,1298883
11627,20180912,25.12,466748
11627,20180913,25.02,1336891
11627,20180914,25.13,1412412
11627,20180917,24.42,727268
11627,20180918,23.79,514369
11627,20180919,24.4,798943
11627,20180920,23.59,611361
13141,20180817,25.43,1271039
13141,20180820,25.73,1152373
13141,20180821,25.15,1614552
13141,20180822,25.18,1380775
13141,20180823,26.54,1005186
13141,20180824,26.86,2991935
13141,20180827,30.01,4436004
13141,20180828,28.78,1793097
13141,20180829,28.55,1386677
13141,20180830,28.61,1164511
13141,20180831,28.87,1728673
13141,20180904,29.69,1323235
13141,20180905,29.29,1016920
13141,20180906,29.62,877941
13141,20180907,28.4,1609269
13141,20180910,27.62,694092
13141,20180911,27.91,840464
13141,20180912,29.2,1507452
13141,20180913,29.11,981084
13141,20180914,29.25,913177
13141,20180917,29.46,855494
13141,20180918,28.4,609897
13141,20180919,28.16,561439
13141,20180920,28.87,1066633
13580,20180817,12.04,240312
13580,20180820,12.09,298938
13580,20180821,11.89,309808
13580,20180822,12.17,432595
13580,20180823,12.23,432125
13580,20180824,12.11,429406
13580,20180827,12.07,436076
13580,20180828,11.56,501852
13580,20180829,11.33,652836
13580,20180830,11.38,387166
13580,20180831,11.81,234026
13580,20180904,11.83,260678
13580,20180905,11.39,406296
13580,20180906,11.28,502544
13580,20180907,10.45,494786
13580,20180910,10.54,302714
13580,20180911,10.88,484607
13580,20180912,11.3,557668
13580,20180913,11.47,356446
13580,20180914,11.2,414569
13580,20180917,11.27,374833
13580,20180918,11.22,408377
13580,20180919,11.33,437290
13580,20180920,11.73,564182
13614,20180817,70.7,257431
13614,20180820,72.19,227443
13614,20180821,74.91,315734
13614,20180822,74.51,222267
13614,20180823,78.4,238511
13614,20180824,77.13,211142
13614,20180827,76,253378
13614,20180828,76,488881
13614,20180829,83.49,303000
13614,20180830,85.34,190614
13614,20180831,86.96,236587
13614,20180904,86.37,257505
13614,20180905,85.43,221129
13614,20180906,87.2,232969
13614,20180907,84.65,178107
13614,20180910,84.08,366107
13614,20180911,82.88,241134
13614,20180912,84.46,255183
13614,20180913,87.69,270561
13614,20180914,90,212993
13614,20180917,91.76,278512
13614,20180918,91.85,239540
13614,20180919,90,358371
13614,20180920,85.71,311919
14434,20180817,10.2,26450
14434,20180820,10.25,56804
14434,20180821,10.15,106399
14434,20180822,9.95,84705
14434,20180823,9.9,35415
14434,20180824,10,108495
14434,20180827,10,160433
14434,20180828,10.1,85232
14434,20180829,10.15,43586
14434,20180830,10.2,93285
14434,20180831,10.3,44801
14434,20180904,10.25,31366
14434,20180905,10.05,53908
14434,20180906,10.1,44933
14434,20180907,10.15,46900
14434,20180910,10.2,39718
14434,20180911,10.05,137609
14434,20180912,10.05,48100
14434,20180913,10,91617
14434,20180914,10.05,198925
14434,20180917,9.95,52033
14434,20180918,9.95,49105
14434,20180919,10,54339
14434,20180920,10,66923
15491,20180817,9.94,1077503
15491,20180820,9.29,1317386
15491,20180821,8.83,693951
15491,20180822,8.8,939735
15491,20180823,9.3,612840
15491,20180824,7.86,12881800
15491,20180827,6.36,4901508
15491,20180828,6.11,4236017
15491,20180829,5.92,3343433
15491,20180830,5.48,5211658
15491,20180831,5.22,5722353
15491,20180904,6.57,2771011
15491,20180905,6.36,2846364
15491,20180906,7.06,4678658
15491,20180907,8,2328775
15491,20180910,7.76,1464277
15491,20180911,7.51,1481618
15491,20180912,7.41,1076730
15491,20180913,7.42,1580975
15491,20180914,6.96,1364621
15491,20180917,6.93,1369382
15491,20180918,7.47,1156914
15491,20180919,7.37,4087756
15491,20180920,8.05,4574751
15856,20180817,18.88,34853
15856,20180820,19.38,25513
15856,20180821,19.44,31480
15856,20180822,19.62,25387
15856,20180823,19.4825,1025972
15856,20180824,19.37,22316
15856,20180827,19.38,170305
15856,20180828,19.62,31194
15856,20180829,19.22,20973
15856,20180830,19.057,70701
15856,20180831,19.07,412018
15856,20180904,19,24301
15856,20180905,18.7625,33737
15856,20180906,19.01,33262
15856,20180907,19.05,29097
15856,20180910,19.59,48142
15856,20180911,19.2725,23985
15856,20180912,19.3,23680
15856,20180913,19.89,19121
15856,20180914,19.73,32694
15856,20180917,20.03,26161
15856,20180918,20.24,37672
15856,20180919,20.1,72047
15856,20180920,20.24,25319
16046,20180817,20.3,39111
16046,20180820,20.63,282632
16046,20180821,20.8,171450
16046,20180822,20.7,199231
16046,20180823,20.54,693658
16046,20180824,20.76,261072
16046,20180827,21.1,301617
